rank,site,kind,theorems_dominated,area,eligible,chain_length,chain,constant_alone
973,Lean.Grind.PartialOrder.le_iff_lt_or_eq,theorem,23,Lean,true,1,Lean.Grind.PartialOrder.le_iff_lt_or_eq,
974,FreeGroup.toWord,definition,23,FreeGroup,true,1,FreeGroup.toWord,
975,Set.OrdConnected.isPreconnected,theorem,23,sets,true,1,Set.OrdConnected.isPreconnected,
976,CategoryTheory.LocalizerMorphism.op,definition,23,category theory,true,1,CategoryTheory.LocalizerMorphism.op,
977,sInf_lt_iff,theorem,23,order / root namespace,true,1,sInf_lt_iff,
978,BitVec.carry_succ,theorem,23,BitVec,true,1,BitVec.carry_succ,
979,smul_left_injective,theorem,23,order / root namespace,true,1,smul_left_injective,
980,LinearEquiv.eq_symm_apply,theorem,23,LinearEquiv,true,1,LinearEquiv.eq_symm_apply,
981,Algebra.TensorProduct.ext_ring,theorem,23,Algebra,true,1,Algebra.TensorProduct.ext_ring,
982,Std.not_lt,theorem,23,Std: other,true,1,Std.not_lt,
983,IsClosed.inter,theorem,23,IsClosed,true,1,IsClosed.inter,
984,imp_iff_not_or,theorem,23,order / root namespace,true,1,imp_iff_not_or,
985,isClosed_sInter,theorem,23,order / root namespace,true,1,isClosed_sInter,
986,Int.isUnit_iff,theorem,23,Int,true,1,Int.isUnit_iff,
987,Ideal.IsMaximal.isPrime,theorem,23,Ideal,true,1,Ideal.IsMaximal.isPrime,
988,nilradical,definition,23,order / root namespace,true,1,nilradical,
989,Std.ExtDTreeMap.insertIfNew,definition,23,Std: other,true,1,Std.ExtDTreeMap.insertIfNew,
990,Set.image_inter,theorem,23,sets,true,1,Set.image_inter,
991,SimpleGraph.completeGraph,definition,23,SimpleGraph,true,1,SimpleGraph.completeGraph,
992,Set.addCommSemigroup,definition,23,sets,true,1,Set.addCommSemigroup,
993,ContinuousMapZero.instNonUnitalCommSemiring,definition,23,ContinuousMapZero,true,1,ContinuousMapZero.instNonUnitalCommSemiring,
994,LocallyConstant.instZero,definition,23,LocallyConstant,true,1,LocallyConstant.instZero,
995,instAddMonoidWithOneENat,definition,23,order / root namespace,true,1,instAddMonoidWithOneENat,
996,AlgebraicGeometry.Scheme.Opens.toScheme,definition,23,AlgebraicGeometry,true,1,AlgebraicGeometry.Scheme.Opens.toScheme,
997,CauSeq.instMul._proof_1,theorem,22,CauSeq,true,1,CauSeq.instMul._proof_1,
998,Array.mem_ofFn._simp_1,theorem,22,arrays,true,1,Array.mem_ofFn._simp_1,
999,RayVector.Setoid._proof_2,theorem,22,RayVector,true,1,RayVector.Setoid._proof_2,
1000,_private.Mathlib.Data.Finsupp.Basic.0.Finsupp.equivMapDomain._simp_1,theorem,22,order / root namespace,true,1,_private.Mathlib.Data.Finsupp.Basic.0.Finsupp.equivMapDomain._simp_1,
1001,Order.isIntent_iff,theorem,22,Order,true,1,Order.isIntent_iff,
1002,BitVec.succ?_eq_none,theorem,22,BitVec,true,1,BitVec.succ?_eq_none,
1003,_private.Mathlib.Combinatorics.SimpleGraph.Maps.0.SimpleGraph.map_adj._proof_1_1,theorem,22,order / root namespace,true,1,_private.Mathlib.Combinatorics.SimpleGraph.Maps.0.SimpleGraph.map_adj._proof_1_1,
1004,Algebra.Extension.ofSurjective,definition,22,Algebra,true,1,Algebra.Extension.ofSurjective,
1005,Array.scanlM_eq_scanlM_toList,theorem,22,arrays,true,1,Array.scanlM_eq_scanlM_toList,
1006,Std.DHashMap.Internal.Raw₀.Const.toArray_toList_eq_toArray,theorem,22,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.toArray_toList_eq_toArray,
1007,LinearMap.toMatrixₛₗ₂',definition,22,LinearMap,true,1,LinearMap.toMatrixₛₗ₂',
1008,Nat.decidableLoHi,definition,22,Nat,true,2,Nat.decidableLoHi > Nat.decidablePrime,
1009,Std.DHashMap.Internal.Raw₀.contains_erase,theorem,22,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.contains_erase,
1010,TFAE_mem_nhdsGT,theorem,22,TFAE_mem_nhdsGT,true,1,TFAE_mem_nhdsGT,
1011,min_le_iff,theorem,22,order / root namespace,true,1,min_le_iff,
1012,Std.DTreeMap.Internal.Impl.Const.contains_eq_isSome_get?,theorem,22,Std: other,true,1,Std.DTreeMap.Internal.Impl.Const.contains_eq_isSome_get?,
1013,LinearMap.convNonUnitalSemiring,definition,22,LinearMap,true,1,LinearMap.convNonUnitalSemiring,
1014,Set.image2_eq_empty_iff,theorem,22,sets,true,1,Set.image2_eq_empty_iff,
1015,Prod.map_injective,theorem,22,Prod,true,1,Prod.map_injective,
1016,instCompleteAtomicBooleanAlgebraLanguage,definition,22,order / root namespace,true,1,instCompleteAtomicBooleanAlgebraLanguage,
1017,MultilinearMap.curryLeft,definition,22,MultilinearMap,true,1,MultilinearMap.curryLeft,
1018,Int.blt'_eq_true,theorem,22,Int,true,1,Int.blt'_eq_true,
1019,Continuous.borel_measurable,theorem,22,Continuous,true,1,Continuous.borel_measurable,
1020,Int.add_mul_fdiv_right,theorem,22,Int,true,1,Int.add_mul_fdiv_right,
1021,FirstOrder.Language.PartialEquiv.cod_le_cod,theorem,22,FirstOrder,true,1,FirstOrder.Language.PartialEquiv.cod_le_cod,
1022,SimpleGraph.ConnectedComponent.map,definition,22,SimpleGraph,true,1,SimpleGraph.ConnectedComponent.map,
1023,BitVec.not_inj._simp_1,theorem,22,BitVec,true,1,BitVec.not_inj._simp_1,
1024,antitone_nat_of_succ_le,theorem,22,order / root namespace,true,1,antitone_nat_of_succ_le,
1025,ContinuousLinearMap.monoidWithZero,definition,22,ContinuousLinearMap,true,1,ContinuousLinearMap.monoidWithZero,
1026,Finset.sum_dite_eq',theorem,22,finsets,true,1,Finset.sum_dite_eq',
1027,List.extract_toArray,theorem,22,lists,true,1,List.extract_toArray,
1028,AffineSubspace.vsub_left_mem_direction_iff_mem,theorem,22,AffineSubspace,true,1,AffineSubspace.vsub_left_mem_direction_iff_mem,
1029,Order.one_le_iff_ne_zero,theorem,22,Order,true,1,Order.one_le_iff_ne_zero,
1030,em',theorem,22,order / root namespace,true,1,em',
1031,LocallyConstant.instAddZeroClass,definition,22,LocallyConstant,true,1,LocallyConstant.instAddZeroClass,
1032,RelEmbedding.orderEmbeddingOfLTEmbedding,definition,22,RelEmbedding,true,1,RelEmbedding.orderEmbeddingOfLTEmbedding,
1033,List.Perm.sym2,theorem,22,lists,true,1,List.Perm.sym2,
1034,isMulCommutative_iff,theorem,22,order / root namespace,true,1,isMulCommutative_iff,
1035,SemicontinuousAt.semicontinuousWithinAt,theorem,22,SemicontinuousAt,true,1,SemicontinuousAt.semicontinuousWithinAt,
1036,Rat.normalize,definition,22,Rat,true,1,Rat.normalize,
1037,Lean.Grind.Linarith.instLawfulBEqPoly,theorem,22,Lean,true,1,Lean.Grind.Linarith.instLawfulBEqPoly,
1038,Int.even_iff,theorem,22,Int,true,1,Int.even_iff,
1039,LinearOrderedCommMonoidWithZero.toIsOrderedMonoid,theorem,22,LinearOrderedCommMonoidWithZero,true,1,LinearOrderedCommMonoidWithZero.toIsOrderedMonoid,
1040,lcm_dvd_iff,theorem,22,order / root namespace,true,1,lcm_dvd_iff,
1041,Set.isEmpty_coe_sort,theorem,22,sets,true,1,Set.isEmpty_coe_sort,
1042,BitVec.or_not_self,theorem,22,BitVec,true,1,BitVec.or_not_self,
1043,SimpleGraph.Subgraph.instPartialOrder,definition,22,SimpleGraph,true,1,SimpleGraph.Subgraph.instPartialOrder,
1044,CategoryTheory.Mat_.instCategory,definition,22,category theory,true,1,CategoryTheory.Mat_.instCategory,
1045,sum_mem,theorem,22,order / root namespace,true,1,sum_mem,
1046,SubAddAction.ofFixingAddSubgroup,definition,22,SubAddAction,true,1,SubAddAction.ofFixingAddSubgroup,
1047,List.Subperm.idxInj,definition,22,lists,true,1,List.Subperm.idxInj,
1048,SeparationQuotient.instMul,definition,22,SeparationQuotient,true,1,SeparationQuotient.instMul,
1049,CategoryTheory.strongMono_of_isIso,theorem,22,category theory,true,1,CategoryTheory.strongMono_of_isIso,
1050,WittVector.instCommRing,definition,22,WittVector,true,1,WittVector.instCommRing,
1051,Complex.ofReal,definition,22,Complex,true,1,Complex.ofReal,
1052,Real.instRCLike,definition,22,Real,true,1,Real.instRCLike,
1053,Set.addSemigroup._proof_1,theorem,21,sets,true,1,Set.addSemigroup._proof_1,
1054,Std.IterM.forIn'_eq_match_step,theorem,21,Std: other,true,1,Std.IterM.forIn'_eq_match_step,
1055,FreeAddGroup.reduce.Step.eq,theorem,21,FreeAddGroup,true,1,FreeAddGroup.reduce.Step.eq,
1056,_private.Mathlib.Algebra.Group.Nat.Even.0.Nat.even_iff._proof_1_4,theorem,21,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Nat.Even.0.Nat.even_iff._proof_1_4,
1057,Std.DTreeMap.Internal.Impl.Equiv.getKeyLE?_eq,theorem,21,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.getKeyLE?_eq,
1058,_private.Mathlib.Order.GaloisConnection.Basic.0.isLUB_image2_of_isLUB_isLUB._simp_1_3,theorem,21,order / root namespace,true,1,_private.Mathlib.Order.GaloisConnection.Basic.0.isLUB_image2_of_isLUB_isLUB._simp_1_3,
1059,_private.Mathlib.Data.Finset.Insert.0.Finset.forall_mem_cons._proof_1_1,theorem,21,order / root namespace,true,1,_private.Mathlib.Data.Finset.Insert.0.Finset.forall_mem_cons._proof_1_1,
1060,SimpleGraph.subgraphOfAdj._proof_1,theorem,21,SimpleGraph,true,1,SimpleGraph.subgraphOfAdj._proof_1,
1061,BitVec.toInt_sdiv,theorem,21,BitVec,true,1,BitVec.toInt_sdiv,
1062,Int.isUnit_mul_self,theorem,21,Int,true,1,Int.isUnit_mul_self,
1063,InitialSeg.toOrderEmbedding,definition,21,InitialSeg,true,1,InitialSeg.toOrderEmbedding,
1064,LinearOrderedCommMonoidWithZero.toIsMulTorsionFree,theorem,21,LinearOrderedCommMonoidWithZero,true,1,LinearOrderedCommMonoidWithZero.toIsMulTorsionFree,
1065,Array.mem_range',theorem,21,arrays,true,1,Array.mem_range',
1066,PiTensorProduct.tprod._proof_1,theorem,21,PiTensorProduct,true,1,PiTensorProduct.tprod._proof_1,
1067,BitVec.allOnes_xor,theorem,21,BitVec,true,1,BitVec.allOnes_xor,
1068,Int.mul_tmod_left,theorem,21,Int,true,1,Int.mul_tmod_left,
1069,nonZeroDivisorsRight_eq_nonZeroDivisors,theorem,21,order / root namespace,true,1,nonZeroDivisorsRight_eq_nonZeroDivisors,
1070,MulDistribMulAction.toMulAut,definition,21,MulDistribMulAction,true,1,MulDistribMulAction.toMulAut,
1071,Std.DHashMap.Internal.Raw₀.Const.contains_eq_isSome_get?,theorem,21,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.contains_eq_isSome_get?,
1072,AddCommute.isOfFinAddOrder_add,theorem,21,AddCommute,true,1,AddCommute.isOfFinAddOrder_add,
1073,RelEmbedding.isWellOrder,theorem,21,RelEmbedding,true,1,RelEmbedding.isWellOrder,
1074,Order.IsIntent.eq,theorem,21,Order,true,1,Order.IsIntent.eq,
1075,Std.DTreeMap.Internal.Impl.Equiv.getKeyLT?_eq,theorem,21,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.getKeyLT?_eq,
1076,BitVec.signExtend_and,theorem,21,BitVec,true,1,BitVec.signExtend_and,
1077,_private.Mathlib.Algebra.Group.Hom.Defs.0.map_div'._proof_1_2,theorem,21,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Hom.Defs.0.map_div'._proof_1_2,
1078,Nat.bitwise_bit,theorem,21,Nat,true,1,Nat.bitwise_bit,
1079,Finsupp.equivMapDomain._proof_3,theorem,21,Finsupp,true,1,Finsupp.equivMapDomain._proof_3,
1080,Pi.single_zero,theorem,21,Pi,true,1,Pi.single_zero,
1081,Commute.isOfFinOrder_mul,theorem,21,Commute,true,1,Commute.isOfFinOrder_mul,
1082,Filter.set_eventuallyLE_iff_mem_inf_principal,theorem,21,filters,true,1,Filter.set_eventuallyLE_iff_mem_inf_principal,
1083,Rat.le_iff,theorem,21,Rat,true,1,Rat.le_iff,
1084,_private.Mathlib.Order.Basic.0.update_le_update_iff'._simp_1_1,theorem,21,order / root namespace,true,1,_private.Mathlib.Order.Basic.0.update_le_update_iff'._simp_1_1,
1085,LinearMap.extendScalarsOfIsLocalization._proof_2,theorem,21,LinearMap,true,1,LinearMap.extendScalarsOfIsLocalization._proof_2,
1086,Set.commSemigroup,definition,21,sets,true,1,Set.commSemigroup,
1087,SimplexCategory.δ_comp_σ_succ,theorem,21,SimplexCategory,true,1,SimplexCategory.δ_comp_σ_succ,
1088,BitVec.toInt_srem,theorem,21,BitVec,true,1,BitVec.toInt_srem,
1089,SimplexCategory.δ_comp_σ_self,theorem,21,SimplexCategory,true,1,SimplexCategory.δ_comp_σ_self,
1090,GeneralizedBooleanAlgebra.toNonUnitalCommRing,definition,21,GeneralizedBooleanAlgebra,true,1,GeneralizedBooleanAlgebra.toNonUnitalCommRing,
1091,Std.DHashMap.Internal.Raw₀.contains_alter,theorem,21,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.contains_alter,
1092,VectorBundleCore.toFiberBundleCore,definition,21,VectorBundleCore,true,1,VectorBundleCore.toFiberBundleCore,
1093,RayVector.Setoid,definition,21,RayVector,true,1,RayVector.Setoid,
1094,powMulEquiv,definition,21,order / root namespace,true,1,powMulEquiv,
1095,Std.DTreeMap.Internal.Impl.Equiv.getKeyGE?_eq,theorem,21,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.getKeyGE?_eq,
1096,SubfieldClass.toInvMemClass,theorem,21,SubfieldClass,false,1,SubfieldClass.toInvMemClass,
1097,ContinuousMap.instMul._proof_1,theorem,21,ContinuousMap,true,1,ContinuousMap.instMul._proof_1,
1098,Set.iUnion_inter,theorem,21,sets,true,1,Set.iUnion_inter,
1099,List.mapIdx_eq_zipIdx_map,theorem,21,lists,true,1,List.mapIdx_eq_zipIdx_map,
1100,LinearMap.toMatrix',definition,21,LinearMap,true,1,LinearMap.toMatrix',
1101,BitVec.signExtend_or,theorem,21,BitVec,true,1,BitVec.signExtend_or,
1102,SimpleGraph.map_adj,theorem,21,SimpleGraph,true,1,SimpleGraph.map_adj,
1103,Relation.reflTransGen_iff_eq,theorem,21,Relation,true,1,Relation.reflTransGen_iff_eq,
1104,Std.DTreeMap.Internal.Impl.Equiv.getKeyGT?_eq,theorem,21,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.getKeyGT?_eq,
1105,lt_iSup_iff,theorem,21,order / root namespace,true,1,lt_iSup_iff,
1106,Function.Surjective.countable,theorem,21,Function,true,1,Function.Surjective.countable,
1107,Fintype.sum_equiv,theorem,21,Fintype,true,1,Fintype.sum_equiv,
1108,iInf_lt_iff,theorem,21,order / root namespace,true,1,iInf_lt_iff,
1109,BitVec.signExtend_xor,theorem,21,BitVec,true,1,BitVec.signExtend_xor,
1110,Subgroup.commutator,definition,21,Subgroup,true,1,Subgroup.commutator,
1111,AlgebraicGeometry.PrimeSpectrum.Top,definition,21,AlgebraicGeometry,true,1,AlgebraicGeometry.PrimeSpectrum.Top,
1112,isOpen_const,theorem,21,order / root namespace,true,1,isOpen_const,
1113,BddLat.instLargeCategory,definition,21,BddLat,true,1,BddLat.instLargeCategory,
1114,ConditionallyCompleteLinearOrder.toLinearOrder,definition,21,ConditionallyCompleteLinearOrder,true,1,ConditionallyCompleteLinearOrder.toLinearOrder,
1115,IsAntichain.eq,theorem,21,IsAntichain,true,1,IsAntichain.eq,
1116,CategoryTheory.instPreadditiveArrow,definition,21,category theory,true,1,CategoryTheory.instPreadditiveArrow,
1117,CauSeq.instMul,definition,21,CauSeq,true,1,CauSeq.instMul,
1118,Nat.findGreatest_eq_iff,theorem,21,Nat,true,1,Nat.findGreatest_eq_iff,
1119,MeasureTheory.SimpleFunc.const,definition,21,measure theory,true,1,MeasureTheory.SimpleFunc.const,
1120,CategoryTheory.Abelian.hasZeroObject,theorem,21,category theory,true,1,CategoryTheory.Abelian.hasZeroObject,
1121,BitVec.setWidth_not,theorem,21,BitVec,true,1,BitVec.setWidth_not,
1122,NonUnitalRingHom.range._proof_2,theorem,20,NonUnitalRingHom,true,1,NonUnitalRingHom.range._proof_2,
1123,_private.Mathlib.Data.Int.ModEq.0.Int.neg_modEq_neg._proof_1_2,theorem,20,order / root namespace,true,1,_private.Mathlib.Data.Int.ModEq.0.Int.neg_modEq_neg._proof_1_2,
1124,MeasureTheory.VectorMeasure.instFunLikeSet._proof_1,theorem,20,measure theory,true,1,MeasureTheory.VectorMeasure.instFunLikeSet._proof_1,
1125,_private.Mathlib.Data.Finset.Empty.0.Finset.coe_empty._proof_1_1,theorem,20,order / root namespace,true,1,_private.Mathlib.Data.Finset.Empty.0.Finset.coe_empty._proof_1_1,
1126,pow_right_anti₀,theorem,20,order / root namespace,true,1,pow_right_anti₀,
1127,_private.Mathlib.Order.Monotone.Defs.0.MonotoneOn._proof_2,theorem,20,order / root namespace,true,1,_private.Mathlib.Order.Monotone.Defs.0.MonotoneOn._proof_2,
1128,Std.DHashMap.Internal.Raw₀.toArray_keys_eq_keysArray,theorem,20,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.toArray_keys_eq_keysArray,
1129,map_div',theorem,20,order / root namespace,true,1,map_div',
1130,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_9,theorem,20,lists,true,1,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_9,
1131,OrderIso.image_preimage,theorem,20,OrderIso,true,1,OrderIso.image_preimage,
1132,CliffordAlgebra.mul_add_swap_eq_polar_of_forall_mul_self_eq,theorem,20,CliffordAlgebra,true,1,CliffordAlgebra.mul_add_swap_eq_polar_of_forall_mul_self_eq,
1133,mem_const_vsub_affineSegment,theorem,20,order / root namespace,true,1,mem_const_vsub_affineSegment,
1134,Int.isUnit_sq,theorem,20,Int,true,1,Int.isUnit_sq,
1135,ByteArray.utf8DecodeChar?.assemble₁._proof_3,theorem,20,ByteArray,true,1,ByteArray.utf8DecodeChar?.assemble₁._proof_3,
1136,update_le_update_iff',theorem,20,order / root namespace,true,1,update_le_update_iff',
1137,IsOfFinAddOrder.add,theorem,20,IsOfFinAddOrder,true,1,IsOfFinAddOrder.add,
1138,Array.size_insertIdx,theorem,20,arrays,true,1,Array.size_insertIdx,
1139,Lean.Grind.AC.instLawfulBEqSeq,theorem,20,Lean,true,1,Lean.Grind.AC.instLawfulBEqSeq,
1140,Matrix.detRowAlternating,definition,20,Matrix,true,1,Matrix.detRowAlternating,
1141,Filter.NeBot.map,theorem,20,filters,true,1,Filter.NeBot.map,
1142,LinearMap.CompatibleSMul.intModule,theorem,20,LinearMap,true,1,LinearMap.CompatibleSMul.intModule,
1143,not_or_of_imp,theorem,20,order / root namespace,true,1,not_or_of_imp,
1144,div_eq_zero_iff,theorem,20,order / root namespace,true,1,div_eq_zero_iff,
1145,IsOfFinOrder.mul,theorem,20,IsOfFinOrder,true,1,IsOfFinOrder.mul,
1146,Fintype.card_of_finset',theorem,20,Fintype,true,1,Fintype.card_of_finset',
1147,continuous_iff_isClosed,theorem,20,order / root namespace,true,1,continuous_iff_isClosed,
1148,nonempty_unique,theorem,20,order / root namespace,true,1,nonempty_unique,
1149,TopologicalSpace.Closeds.instCompleteLattice,definition,20,TopologicalSpace,true,1,TopologicalSpace.Closeds.instCompleteLattice,
1150,not_subsingleton_iff_nontrivial,theorem,20,order / root namespace,true,1,not_subsingleton_iff_nontrivial,
1151,Finset.forall_mem_cons,theorem,20,finsets,true,1,Finset.forall_mem_cons,
1152,isLUB_image2_of_isLUB_isLUB,theorem,20,order / root namespace,true,1,isLUB_image2_of_isLUB_isLUB,
1153,LinearMap.extendScalarsOfIsLocalization,definition,20,LinearMap,true,1,LinearMap.extendScalarsOfIsLocalization,
1154,SubfieldClass.toSubgroupClass,theorem,20,SubfieldClass,true,1,SubfieldClass.toSubgroupClass,
1155,Concept.ofIsIntent,definition,20,Concept,true,1,Concept.ofIsIntent,
1156,_private.Mathlib.Data.List.MinMax.0.List.not_of_mem_foldl_argAux._proof_1_3,theorem,20,lists,true,1,_private.Mathlib.Data.List.MinMax.0.List.not_of_mem_foldl_argAux._proof_1_3,
1157,Std.IterM.forIn_eq_match_step,theorem,20,Std: other,true,1,Std.IterM.forIn_eq_match_step,
1158,SimpleGraph.subgraphOfAdj,definition,20,SimpleGraph,true,1,SimpleGraph.subgraphOfAdj,
1159,String.Pos.Raw.prev,definition,20,strings,true,1,String.Pos.Raw.prev,
1160,Int.isCoprime_iff_gcd_eq_one,theorem,20,Int,true,1,Int.isCoprime_iff_gcd_eq_one,
1161,Nat.even_iff,theorem,20,Nat,true,1,Nat.even_iff,
1162,Matroid.map,definition,20,Matroid,true,1,Matroid.map,
1163,finSuccEquiv',definition,20,order / root namespace,true,1,finSuccEquiv',
1164,Continuous.add,theorem,20,Continuous,true,1,Continuous.add,
1165,Finset.weightedVSub,definition,20,finsets,true,1,Finset.weightedVSub,
1166,Finset.product,definition,20,finsets,true,1,Finset.product,
1167,Set.monoid,definition,20,sets,true,1,Set.monoid,
1168,Prod.instBooleanAlgebra,definition,20,Prod,true,1,Prod.instBooleanAlgebra,
1169,PiTensorProduct.tprod,definition,20,PiTensorProduct,true,1,PiTensorProduct.tprod,
1170,innerₛₗ,definition,20,order / root namespace,true,1,innerₛₗ,
1171,Int.instNeZeroOfNatOfNat,theorem,20,Int,true,1,Int.instNeZeroOfNatOfNat,
1172,NormedRing.toNonUnitalNormedRing,definition,20,NormedRing,true,1,NormedRing.toNonUnitalNormedRing,
1173,ContinuousMap.instZero,definition,20,ContinuousMap,true,1,ContinuousMap.instZero,
1174,Submodule.idemSemiring,definition,20,Submodule,true,1,Submodule.idemSemiring,
1175,Lean.Grind.iff_eq,theorem,20,Lean,true,1,Lean.Grind.iff_eq,
1176,Submodule.instPowNat,definition,20,Submodule,true,1,Submodule.instPowNat,
1177,PresheafOfModules.presheaf,definition,20,PresheafOfModules,true,1,PresheafOfModules.presheaf,
1178,Polynomial.semiring,definition,20,polynomials,true,1,Polynomial.semiring,
1179,_private.Mathlib.Data.Sum.Order.0.Sum.instTrichotomousLex_mathlib._proof_1,theorem,19,order / root namespace,true,1,_private.Mathlib.Data.Sum.Order.0.Sum.instTrichotomousLex_mathlib._proof_1,
1180,_private.Mathlib.Order.Filter.Bases.Basic.0.Filter.HasBasis.inf_principal._simp_1_1,theorem,19,order / root namespace,true,1,_private.Mathlib.Order.Filter.Bases.Basic.0.Filter.HasBasis.inf_principal._simp_1_1,
1181,_private.Mathlib.Data.Set.NAry.0.Set.image2_swap._proof_1_1,theorem,19,sets,true,1,_private.Mathlib.Data.Set.NAry.0.Set.image2_swap._proof_1_1,
1182,Pi.instAddTorsor._proof_1,theorem,19,Pi,true,1,Pi.instAddTorsor._proof_1,
1183,Std.DHashMap.Internal.Raw₀.Const.contains_insertManyIfNewUnit_emptyWithCapacity_list,theorem,19,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.contains_insertManyIfNewUnit_emptyWithCapacity_list,
1184,List.take_eq_take_iff,theorem,19,lists,true,2,List.take_eq_take_iff._f > List.take_eq_take_iff,
1185,CategoryTheory.Pseudofunctor.id,definition,19,category theory,true,1,CategoryTheory.Pseudofunctor.id,
1186,MonotoneOn._proof_3,theorem,19,MonotoneOn,true,1,MonotoneOn._proof_3,
1187,Std.DHashMap.Internal.Raw₀.Const.forIn_eq_forIn_toList,theorem,19,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.forIn_eq_forIn_toList,
1188,List.not_of_mem_foldl_argAux,theorem,19,lists,true,1,List.not_of_mem_foldl_argAux,
1189,_private.Init.Data.List.Count.0.List.countP_eq_zero._simp_1_2,theorem,19,lists,true,1,_private.Init.Data.List.Count.0.List.countP_eq_zero._simp_1_2,
1190,Std.DTreeMap.Equiv.keys_eq,theorem,19,Std: other,true,1,Std.DTreeMap.Equiv.keys_eq,
1191,Std.DTreeMap.Internal.Impl.Equiv.constMinEntry?_eq,theorem,19,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.constMinEntry?_eq,
1192,Std.DTreeMap.Internal.Impl.Equiv.constMaxEntry?_eq,theorem,19,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.constMaxEntry?_eq,
1193,Nat.le_sqrt,theorem,19,Nat,true,1,Nat.le_sqrt,
1194,IsPGroup.map,theorem,19,IsPGroup,true,1,IsPGroup.map,
1195,Std.DTreeMap.Internal.Impl.mem_iff_isSome_getKey?,theorem,19,Std: other,true,1,Std.DTreeMap.Internal.Impl.mem_iff_isSome_getKey?,
1196,Std.IterM.DefaultConsumers.forIn',definition,19,Std: other,true,1,Std.IterM.DefaultConsumers.forIn',
1197,MulHom.srange,definition,19,MulHom,true,1,MulHom.srange,
1198,MeasurableSpace.prod,definition,19,MeasurableSpace,true,1,MeasurableSpace.prod,
1199,_private.Mathlib.CategoryTheory.Iso.0.CategoryTheory.Iso.map_inv_hom_id._proof_1_1,theorem,19,order / root namespace,true,1,_private.Mathlib.CategoryTheory.Iso.0.CategoryTheory.Iso.map_inv_hom_id._proof_1_1,
1200,CategoryTheory.Functor.CoreMonoidal.toOplaxMonoidal,definition,19,category theory,true,1,CategoryTheory.Functor.CoreMonoidal.toOplaxMonoidal,
1201,Dense.inter_open_nonempty,theorem,19,Dense,true,1,Dense.inter_open_nonempty,
1202,Filter.iInter_mem,theorem,19,filters,true,1,Filter.iInter_mem,
1203,MeasurableSet.const,theorem,19,MeasurableSet,true,1,MeasurableSet.const,
1204,AddHom.srange,definition,19,AddHom,true,1,AddHom.srange,
1205,FirstOrder.Language.BoundedFormula.realize_ex,theorem,19,FirstOrder,true,1,FirstOrder.Language.BoundedFormula.realize_ex,
1206,IncidenceAlgebra.ext,theorem,19,IncidenceAlgebra,true,1,IncidenceAlgebra.ext,
1207,LinearMap.ker_eq_bot',theorem,19,LinearMap,true,1,LinearMap.ker_eq_bot',
1208,Int.add_mul_fmod_self_right,theorem,19,Int,true,1,Int.add_mul_fmod_self_right,
1209,AlternatingMap.domDomCongr,definition,19,AlternatingMap,true,1,AlternatingMap.domDomCongr,
1210,Function.Bijective.sum_comp,theorem,19,Function,true,1,Function.Bijective.sum_comp,
1211,SimpleGraph.Walk.darts_bypass_sublist_darts,theorem,19,SimpleGraph,true,1,SimpleGraph.Walk.darts_bypass_sublist_darts,
1212,Pi.apply_single,theorem,19,Pi,true,1,Pi.apply_single,
1213,toIocDiv,definition,19,order / root namespace,true,1,toIocDiv,
1214,Order.lt_succ_iff_of_not_isMax,theorem,19,Order,true,1,Order.lt_succ_iff_of_not_isMax,
1215,Finsupp.comapDomain,definition,19,Finsupp,true,1,Finsupp.comapDomain,
1216,isClosed_const,theorem,19,order / root namespace,true,1,isClosed_const,
1217,SSet.OneTruncation₂.reflQuiver,definition,19,SSet,true,1,SSet.OneTruncation₂.reflQuiver,
1218,isClosed_compl_iff,theorem,19,order / root namespace,true,1,isClosed_compl_iff,
1219,List.perm_dlookup,theorem,19,lists,true,1,List.perm_dlookup,
1220,toIcoDiv,definition,19,order / root namespace,true,1,toIcoDiv,
1221,ZMod.intCast_zmod_eq_zero_iff_dvd,theorem,19,ZMod,true,1,ZMod.intCast_zmod_eq_zero_iff_dvd,
1222,NonUnitalRingHom.range,definition,19,NonUnitalRingHom,true,1,NonUnitalRingHom.range,
1223,SetSemiring.instNonUnitalNonAssocSemiring,definition,19,SetSemiring,true,1,SetSemiring.instNonUnitalNonAssocSemiring,
